aveQtyPerPurchase,medHitTotal,medPageView,medRevenuePerSess,medTimeBtwnSess,minTimeBtwnSess,numOfSess,percentSessWithPurchase
126.0,243.0,-122.5,38.5,941.5,1464.0,-936.25,46.5
147.0,405.0,-130.0,4615.73,1088.5,2436.0,-992.5,4623.73
486.23076923,429.0,-130.0,5798.45,3463.11538461,2580.0,-992.5,5806.45
126.0,393.0,-137.5,38.5,941.5,2364.0,-1048.75,46.5
261.333333333,540.0,-85.0,2018.87,1888.83333333,3246.0,-655.0,2026.87
168.0,525.0,-115.0,2001.58,1235.5,3156.0,-880.0,2009.58
126.0,399.0,-141.25,38.5,941.5,2400.0,-1076.875,46.5
151.666666667,945.0,-21.25,217.28,1121.16666667,5676.0,-176.875,225.28
126.0,423.0,-115.0,38.5,941.5,2544.0,-880.0,46.5
126.0,411.0,-130.0,38.5,941.5,2472.0,-992.5,46.5
182.0,429.0,-130.0,1272.6,1333.5,2580.0,-992.5,1280.6
1897.0,699.0,-85.0,29216.39,13338.5,4200.0,-655.0,29224.39
126.0,255.0,-145.0,38.5,941.5,1536.0,-1105.0,46.5
196.0,411.0,-130.0,215.6,1431.5,2472.0,-992.5,223.6
126.0,267.0,-47.5,38.5,941.5,1608.0,-373.75,46.5
469.0,1089.0,-17.5,3421.11,3342.5,6540.0,-148.75,3429.11
177.470588235,567.0,-100.0,2276.47,1301.79411765,3408.0,-767.5,2284.47
482.533333333,999.0,-47.5,1385.3,3437.23333333,6000.0,-373.75,1393.3
126.0,183.0,-167.5,38.5,941.5,1104.0,-1273.75,46.5
210.0,879.0,-47.5,1004.92,1529.5,5280.0,-373.75,1012.92
126.0,693.0,-25.0,38.5,941.5,4164.0,-205.0,46.5
158.666666667,492.0,-107.5,1067.08,1170.16666667,2958.0,-823.75,1075.08
140.0,747.0,-47.5,8292.9,1039.5,4488.0,-373.75,8300.9
126.0,894.0,-73.75,38.5,941.5,5370.0,-570.625,46.5
141.75,393.0,-130.0,379.82,1051.75,2364.0,-992.5,387.82
126.0,273.0,-141.25,38.5,941.5,1644.0,-1076.875,46.5
126.0,213.0,-152.5,38.5,941.5,1284.0,-1161.25,46.5
198.333333333,570.0,-96.25,2665.495,1447.83333333,3426.0,-739.375,2673.495
168.0,1503.0,50.0,23896.18,1235.5,9024.0,357.5,23904.18
281.166666667,621.0,-96.25,1554.595,2027.66666667,3732.0,-739.375,1562.595
133.0,849.0,-62.5,84.77,990.5,5100.0,-486.25,92.77
126.0,243.0,-145.0,38.5,941.5,1464.0,-1105.0,46.5
126.0,291.0,-145.0,38.5,941.5,1752.0,-1105.0,46.5
159.25,492.0,-88.75,684.53,1174.25,2958.0,-683.125,692.53
140.0,375.0,-130.0,65.38,1039.5,2256.0,-992.5,73.38
385.0,669.0,-47.5,25220.37,2754.5,4020.0,-373.75,25228.37
136.5,405.0,-130.0,767.34,1015.0,2436.0,-992.5,775.34
149.8,411.0,-130.0,1541.89,1108.1,2472.0,-992.5,1549.89
126.0,291.0,-100.0,38.5,941.5,1752.0,-767.5,46.5
137.666666667,591.0,-85.0,1206.52,1023.16666667,3552.0,-655.0,1214.52
126.0,273.0,-152.5,38.5,941.5,1644.0,-1161.25,46.5
126.0,375.0,-92.5,38.5,941.5,2256.0,-711.25,46.5
126.0,219.0,-152.5,38.5,941.5,1320.0,-1161.25,46.5
140.0,393.0,-137.5,12857.32,1039.5,2364.0,-1048.75,12865.32
126.0,1497.0,27.5,38.5,941.5,8988.0,188.75,46.5
257.6,357.0,-122.5,543.62,1862.7,2148.0,-936.25,551.62
207.0,846.0,-51.25,1645.105,1508.5,5082.0,-401.875,1653.105
126.0,261.0,-152.5,38.5,941.5,1572.0,-1161.25,46.5
126.0,207.0,-152.5,38.5,941.5,1248.0,-1161.25,46.5
126.0,261.0,-145.0,38.5,941.5,1572.0,-1105.0,46.5
126.0,429.0,-115.0,38.5,941.5,2580.0,-880.0,46.5
126.0,699.0,-92.5,38.5,941.5,4200.0,-711.25,46.5
126.0,273.0,-152.5,38.5,941.5,1644.0,-1161.25,46.5
168.583333333,615.0,-111.25,351.82,1239.58333333,3696.0,-851.875,359.82
588.0,441.0,-122.5,425.74,4175.5,2652.0,-936.25,433.74
175.0,399.0,-130.0,408.1,1284.5,2400.0,-992.5,416.1
182.0,663.0,-70.0,1252.44,1333.5,3984.0,-542.5,1260.44
126.0,453.0,-130.0,38.5,941.5,2724.0,-992.5,46.5
208.425,606.0,-107.5,1001.245,1518.475,3642.0,-823.75,1009.245
133.0,447.0,-137.5,862.33,990.5,2688.0,-1048.75,870.33
217.388888889,594.0,-92.5,1575.385,1581.22222222,3570.0,-711.25,1583.385
350.0,1257.0,27.5,2070.74,2509.5,7548.0,188.75,2078.74
164.5,480.0,-111.25,6388.69,1211.0,2886.0,-851.875,6396.69
140.0,393.0,-137.5,611.52,1039.5,2364.0,-1048.75,619.52
133.0,405.0,-122.5,531.79,990.5,2436.0,-936.25,539.79
126.0,1041.0,-25.0,38.5,941.5,6252.0,-205.0,46.5
126.0,1065.0,-17.5,38.5,941.5,6396.0,-148.75,46.5
133.0,615.0,-92.5,910.49,990.5,3696.0,-711.25,918.49
334.25,597.0,-81.25,1531.495,2399.25,3588.0,-626.875,1539.495
287.0,465.0,-122.5,1743.28,2068.5,2796.0,-936.25,1751.28
140.0,669.0,-92.5,2412.27,1039.5,4020.0,-711.25,2420.27
126.0,447.0,-122.5,38.5,941.5,2688.0,-936.25,46.5
126.0,213.0,-152.5,38.5,941.5,1284.0,-1161.25,46.5
898.1,495.0,-118.75,12900.895,6346.2,2976.0,-908.125,12908.895
140.636363636,483.0,-122.5,523.39,1043.95454545,2904.0,-936.25,531.39
166.409090909,441.0,-126.25,562.975,1224.36363636,2652.0,-964.375,570.975
140.0,405.0,-137.5,181.51,1039.5,2436.0,-1048.75,189.51
343.0,1227.0,27.5,1766.17,2460.5,7368.0,188.75,1774.17
126.0,771.0,-62.5,38.5,941.5,4632.0,-486.25,46.5
189.0,615.0,-92.5,1614.69,1382.5,3696.0,-711.25,1622.69
133.0,399.0,-130.0,1201.2,990.5,2400.0,-992.5,1209.2
278.0,657.0,-92.5,2887.85,2005.5,3948.0,-711.25,2895.85
161.0,435.0,-122.5,1451.1,1186.5,2616.0,-936.25,1459.1
279.0,1395.0,80.0,13359.71,2012.5,8376.0,582.5,13367.71
179.2,513.0,-85.0,170.1,1313.9,3084.0,-655.0,178.1
175.0,756.0,-107.5,6726.37,1284.5,4542.0,-823.75,6734.37
201.384615384,501.0,-107.5,816.34,1469.19230769,3012.0,-823.75,824.34
259.0,375.0,-130.0,1458.45,1872.5,2256.0,-992.5,1466.45
198.333333333,657.0,-85.0,1752.8,1447.83333333,3948.0,-655.0,1760.8
147.0,648.0,-40.0,4273.01,1088.5,3894.0,-317.5,4281.01
343.0,519.0,-100.0,17921.33,2460.5,3120.0,-767.5,17929.33
140.0,393.0,-137.5,120.68,1039.5,2364.0,-1048.75,128.68
140.0,654.0,-88.75,643.335,1039.5,3930.0,-683.125,651.335
126.0,303.0,-152.5,38.5,941.5,1824.0,-1161.25,46.5
203.0,351.0,-137.5,5404.21,1480.5,2112.0,-1048.75,5412.21
126.0,945.0,-32.5,38.5,941.5,5676.0,-261.25,46.5
126.0,255.0,-152.5,38.5,941.5,1536.0,-1161.25,46.5
127.75,252.0,-141.25,38.5,953.75,1518.0,-1076.875,46.5
196.0,534.0,-103.75,1566.25,1431.5,3210.0,-795.625,1574.25
133.0,885.0,-36.25,138.075,990.5,5316.0,-289.375,146.075
126.0,429.0,-130.0,38.5,941.5,2580.0,-992.5,46.5
140.0,453.0,-122.5,791.49,1039.5,2724.0,-936.25,799.49
126.0,297.0,-152.5,38.5,941.5,1788.0,-1161.25,46.5
644.0,936.0,-36.25,18211.9,4567.5,5622.0,-289.375,18219.9
133.0,375.0,-137.5,862.33,990.5,2256.0,-1048.75,870.33
140.0,375.0,-137.5,8287.09,1039.5,2256.0,-1048.75,8295.09
226.5,390.0,-126.25,704.13,1645.0,2346.0,-964.375,712.13
133.0,489.0,-122.5,746.55,990.5,2940.0,-936.25,754.55
133.0,369.0,-130.0,65.03,990.5,2220.0,-992.5,73.03
126.0,243.0,-152.5,38.5,941.5,1464.0,-1161.25,46.5
201.444444445,495.0,-107.5,2668.68,1469.61111111,2976.0,-823.75,2676.68
126.0,744.0,-70.0,38.5,941.5,4470.0,-542.5,46.5
133.0,381.0,-137.5,395.64,990.5,2292.0,-1048.75,403.64
217.0,498.0,-118.75,3160.395,1578.5,2994.0,-908.125,3168.395
324.8,369.0,-137.5,2838.045,2333.1,2220.0,-1048.75,2846.045
245.0,369.0,-130.0,2752.54,1774.5,2220.0,-992.5,2760.54
140.0,399.0,-137.5,1673.56,1039.5,2400.0,-1048.75,1681.56
147.0,1209.0,12.5,74.2,1088.5,7260.0,76.25,82.2
128.333333333,243.0,-152.5,38.5,957.833333333,1464.0,-1161.25,46.5
126.0,243.0,-160.0,38.5,941.5,1464.0,-1217.5,46.5
126.0,225.0,-152.5,38.5,941.5,1356.0,-1161.25,46.5
126.0,201.0,-145.0,38.5,941.5,1212.0,-1105.0,46.5
126.0,369.0,-130.0,38.5,941.5,2220.0,-992.5,46.5
126.0,441.0,-111.25,38.5,941.5,2652.0,-851.875,46.5
553.0,849.0,-70.0,59150.07,3930.5,5100.0,-542.5,59158.07
171.181818182,567.0,-100.0,862.33,1257.77272727,3408.0,-767.5,870.33
244.533333333,639.0,-92.5,1657.67,1771.23333333,3840.0,-711.25,1665.67
168.0,375.0,-130.0,1445.92,1235.5,2256.0,-992.5,1453.92
955.5,471.0,-118.75,43395.205,6748.0,2832.0,-908.125,43403.205
133.0,405.0,-137.5,96.67,990.5,2436.0,-1048.75,104.67
133.0,1065.0,-40.0,317.1,990.5,6396.0,-317.5,325.1
140.0,579.0,-92.5,19771.29,1039.5,3480.0,-711.25,19779.29
175.0,1365.0,20.0,5630.31,1284.5,8196.0,132.5,5638.31
133.0,405.0,-122.5,851.83,990.5,2436.0,-936.25,859.83
130.666666667,387.0,-133.75,1576.47,974.166666667,2328.0,-1020.625,1584.47
133.0,453.0,-130.0,581.35,990.5,2724.0,-992.5,589.35
140.0,570.0,-107.5,3005.1,1039.5,3426.0,-823.75,3013.1
126.0,489.0,-115.0,38.5,941.5,2940.0,-880.0,46.5
126.0,225.0,-160.0,38.5,941.5,1356.0,-1217.5,46.5
129.5,402.0,-130.0,38.5,966.0,2418.0,-992.5,46.5
201.923076923,411.0,-130.0,641.83,1472.96153846,2472.0,-992.5,649.83
201.95,363.0,-156.25,574.105,1473.15,2184.0,-1189.375,582.105
126.0,225.0,-152.5,38.5,941.5,1356.0,-1161.25,46.5
126.0,219.0,-152.5,38.5,941.5,1320.0,-1161.25,46.5
3747.1875,501.0,-122.5,38.5,26289.8125,3012.0,-936.25,46.5
126.0,423.0,-118.75,38.5,941.5,2544.0,-908.125,46.5
136.5,1125.0,-13.75,767.025,1015.0,6756.0,-120.625,775.025
126.0,669.0,-115.0,38.5,941.5,4020.0,-880.0,46.5
154.0,543.0,-115.0,1244.88,1137.5,3264.0,-880.0,1252.88
126.0,504.0,-118.75,38.5,941.5,3030.0,-908.125,46.5
154.0,429.0,-130.0,875.0,1137.5,2580.0,-992.5,883.0
201.133333333,459.0,-115.0,882.7,1467.43333333,2760.0,-880.0,890.7
154.0,315.0,-145.0,249.9,1137.5,1896.0,-1105.0,257.9
126.0,825.0,-130.0,38.5,941.5,4956.0,-992.5,46.5
126.0,249.0,-115.0,38.5,941.5,1500.0,-880.0,46.5
162.75,1011.0,-47.5,1486.905,1198.75,6072.0,-373.75,1494.905
171.5,381.0,-126.25,2171.925,1260.0,2292.0,-964.375,2179.925
140.0,1275.0,27.5,503.44,1039.5,7656.0,188.75,511.44
126.0,291.0,-145.0,38.5,941.5,1752.0,-1105.0,46.5
127.166666667,270.0,-148.75,38.5,949.666666667,1626.0,-1133.125,46.5
133.0,327.0,-137.5,194.74,990.5,1968.0,-1048.75,202.74
133.0,375.0,-137.5,85.26,990.5,2256.0,-1048.75,93.26
359.333333333,393.0,-100.0,3678.64,2574.83333333,2364.0,-767.5,3686.64
133.0,534.0,-111.25,270.025,990.5,3210.0,-851.875,278.025
135.333333333,495.0,-77.5,291.34,1006.83333333,2976.0,-598.75,299.34
126.0,387.0,-70.0,38.5,941.5,2328.0,-542.5,46.5
194.6,843.0,-17.5,8936.9,1421.7,5064.0,-148.75,8944.9
126.0,219.0,-137.5,38.5,941.5,1320.0,-1048.75,46.5
140.0,369.0,-122.5,62.51,1039.5,2220.0,-936.25,70.51
126.0,453.0,-130.0,38.5,941.5,2724.0,-992.5,46.5
133.0,561.0,-115.0,234.29,990.5,3372.0,-880.0,242.29
133.0,405.0,-130.0,862.33,990.5,2436.0,-992.5,870.33
126.0,375.0,-130.0,38.5,941.5,2256.0,-992.5,46.5
126.0,261.0,-107.5,38.5,941.5,1572.0,-823.75,46.5
126.0,219.0,-152.5,38.5,941.5,1320.0,-1161.25,46.5
192.230769231,555.0,-107.5,2167.13,1405.11538462,3336.0,-823.75,2175.13
434.0,381.0,-130.0,3450.58,3097.5,2292.0,-992.5,3458.58
151.454545455,411.0,-130.0,38.5,1119.68181818,2472.0,-992.5,46.5
126.0,384.0,-130.0,38.5,941.5,2310.0,-992.5,46.5
126.0,309.0,-145.0,38.5,941.5,1860.0,-1105.0,46.5
126.0,399.0,-137.5,38.5,941.5,2400.0,-1048.75,46.5
135.333333333,429.0,-130.0,38.5,1006.83333333,2580.0,-992.5,46.5
126.0,375.0,-152.5,38.5,941.5,2256.0,-1161.25,46.5
126.0,783.0,20.0,38.5,941.5,4704.0,132.5,46.5
168.0,903.0,-25.0,5071.22,1235.5,5424.0,-205.0,5079.22
126.0,249.0,-145.0,38.5,941.5,1500.0,-1105.0,46.5
127.75,417.0,-122.5,38.5,953.75,2508.0,-936.25,46.5
133.0,399.0,-130.0,5406.73,990.5,2400.0,-992.5,5414.73
259.0,1227.0,27.5,11100.39,1872.5,7368.0,188.75,11108.39
171.0,537.0,-107.5,1361.5,1256.5,3228.0,-823.75,1369.5
140.0,417.0,-130.0,879.2,1039.5,2508.0,-992.5,887.2
258.066666667,441.0,-100.0,1727.32,1865.96666667,2652.0,-767.5,1735.32
126.0,327.0,-145.0,38.5,941.5,1968.0,-1105.0,46.5
171.111111111,387.0,-137.5,163.24,1257.27777778,2328.0,-1048.75,171.24
140.0,861.0,-55.0,44.31,1039.5,5172.0,-430.0,52.31
133.0,483.0,-85.0,740.25,990.5,2904.0,-655.0,748.25
126.0,207.0,-152.5,38.5,941.5,1248.0,-1161.25,46.5
126.0,207.0,-160.0,38.5,941.5,1248.0,-1217.5,46.5
126.0,225.0,-160.0,38.5,941.5,1356.0,-1217.5,46.5
266.0,483.0,-115.0,2438.66,1921.5,2904.0,-880.0,2446.66
126.0,1257.0,192.5,38.5,941.5,7548.0,1426.25,46.5
126.0,339.0,-137.5,38.5,941.5,2040.0,-1048.75,46.5
128.333333333,393.0,-122.5,38.5,957.833333333,2364.0,-936.25,46.5
700.0,387.0,-137.5,2897.72,4959.5,2328.0,-1048.75,2905.72
140.0,1137.0,-77.5,4147.22,1039.5,6828.0,-598.75,4155.22
665.0,405.0,-137.5,10458.77,4714.5,2436.0,-1048.75,10466.77
163.333333333,633.0,-100.0,38.5,1202.83333333,3804.0,-767.5,46.5
168.583333333,549.0,-81.25,1807.575,1239.58333333,3300.0,-626.875,1815.575
126.0,1623.0,132.5,38.5,941.5,9744.0,976.25,46.5
126.0,447.0,-122.5,38.5,941.5,2688.0,-936.25,46.5
126.0,813.0,-77.5,38.5,941.5,4884.0,-598.75,46.5
154.0,618.0,-81.25,1058.365,1137.5,3714.0,-626.875,1066.365
126.0,657.0,-85.0,38.5,941.5,3948.0,-655.0,46.5
133.0,621.0,-85.0,970.27,990.5,3732.0,-655.0,978.27
126.0,1521.0,27.5,38.5,941.5,9132.0,188.75,46.5
126.0,381.0,-130.0,38.5,941.5,2292.0,-992.5,46.5
126.0,381.0,-137.5,38.5,941.5,2292.0,-1048.75,46.5
146.611111111,519.0,-111.25,548.31,1085.77777778,3120.0,-851.875,556.31
161.0,465.0,-122.5,403.2,1186.5,2796.0,-936.25,411.2
126.0,687.0,-92.5,38.5,941.5,4128.0,-711.25,46.5
126.0,225.0,-152.5,38.5,941.5,1356.0,-1161.25,46.5
126.0,225.0,-107.5,38.5,941.5,1356.0,-823.75,46.5
133.0,423.0,-130.0,205.03,990.5,2544.0,-992.5,213.03
126.0,777.0,-70.0,38.5,941.5,4668.0,-542.5,46.5
130.666666667,465.0,-62.5,511.14,974.166666667,2796.0,-486.25,519.14
126.0,354.0,-145.0,38.5,941.5,2130.0,-1105.0,46.5
140.0,1005.0,20.0,278.11,1039.5,6036.0,132.5,286.11
135.333333333,411.0,-126.25,1165.185,1006.83333333,2472.0,-964.375,1173.185
126.0,327.0,-115.0,38.5,941.5,1968.0,-880.0,46.5
154.0,927.0,-40.0,3286.15,1137.5,5568.0,-317.5,3294.15
147.0,717.0,-92.5,1509.55,1088.5,4308.0,-711.25,1517.55
126.0,387.0,-130.0,38.5,941.5,2328.0,-992.5,46.5
294.933333333,960.0,-36.25,2376.745,2124.03333333,5766.0,-289.375,2384.745
140.0,771.0,-77.5,1131.13,1039.5,4632.0,-598.75,1139.13
154.0,693.0,-77.5,532.07,1137.5,4164.0,-598.75,540.07
133.0,501.0,-55.0,5470.71,990.5,3012.0,-430.0,5478.71
126.0,927.0,-10.0,38.5,941.5,5568.0,-92.5,46.5
623.0,1170.0,-6.25,17830.12,4420.5,7026.0,-64.375,17838.12
205.882352941,489.0,-100.0,1107.96,1500.67647059,2940.0,-767.5,1115.96
168.0,387.0,-133.75,11203.71,1235.5,2328.0,-1020.625,11211.71
234.181818182,825.0,-62.5,1803.2,1698.77272727,4956.0,-486.25,1811.2
183.0,537.0,-100.0,6790.84,1340.5,3228.0,-767.5,6798.84
133.0,483.0,-122.5,13237.07,990.5,2904.0,-936.25,13245.07
126.0,639.0,-160.0,38.5,941.5,3840.0,-1217.5,46.5
161.0,492.0,-111.25,2214.765,1186.5,2958.0,-851.875,2222.765
133.0,345.0,-115.0,38.5,990.5,2076.0,-880.0,46.5
298.666666667,423.0,-130.0,2044.14,2150.16666667,2544.0,-992.5,2052.14
126.0,315.0,-77.5,38.5,941.5,1896.0,-598.75,46.5
259.0,639.0,-100.0,2146.69,1872.5,3840.0,-767.5,2154.69
140.0,471.0,-122.5,404.46,1039.5,2832.0,-936.25,412.46
126.0,681.0,-70.0,38.5,941.5,4092.0,-542.5,46.5
147.0,543.0,-100.0,3060.89,1088.5,3264.0,-767.5,3068.89
140.0,459.0,-130.0,339.57,1039.5,2760.0,-992.5,347.57
133.0,387.0,-137.5,1081.64,990.5,2328.0,-1048.75,1089.64
130.5,312.0,-115.0,38.5,973.0,1878.0,-880.0,46.5
136.5,720.0,-43.75,663.215,1015.0,4326.0,-345.625,671.215
417.666666667,471.0,-122.5,47238.38,2983.16666667,2832.0,-936.25,47246.38
133.0,399.0,-137.5,121.31,990.5,2400.0,-1048.75,129.31
126.0,876.0,-17.5,38.5,941.5,5262.0,-148.75,46.5
172.117647059,699.0,-77.5,311.08,1264.32352941,4200.0,-598.75,319.08
630.0,411.0,-130.0,1842.82,4469.5,2472.0,-992.5,1850.82
192.5,498.0,-107.5,4745.265,1407.0,2994.0,-823.75,4753.265
126.0,351.0,-137.5,38.5,941.5,2112.0,-1048.75,46.5
126.0,399.0,-137.5,38.5,941.5,2400.0,-1048.75,46.5
126.0,507.0,-111.25,38.5,941.5,3048.0,-851.875,46.5
245.0,1545.0,57.5,17849.65,1774.5,9276.0,413.75,17857.65
185.5,390.0,-130.0,2510.305,1358.0,2346.0,-992.5,2518.305
161.0,411.0,-122.5,1071.56,1186.5,2472.0,-936.25,1079.56
168.0,573.0,-115.0,130.62,1235.5,3444.0,-880.0,138.62
206.5,504.0,-118.75,43271.165,1505.0,3030.0,-908.125,43279.165
126.0,540.0,-130.0,38.5,941.5,3246.0,-992.5,46.5
546.0,801.0,-70.0,6750.1,3881.5,4812.0,-542.5,6758.1
317.333333333,459.0,-122.5,6000.4,2280.83333333,2760.0,-936.25,6008.4
196.0,723.0,-70.0,1395.59,1431.5,4344.0,-542.5,1403.59
126.0,267.0,-107.5,38.5,941.5,1608.0,-823.75,46.5
126.0,339.0,-152.5,38.5,941.5,2040.0,-1161.25,46.5
273.0,513.0,-17.5,38.5,1970.5,3084.0,-148.75,46.5
379.458333333,864.0,-47.5,2959.11,2715.70833333,5190.0,-373.75,2967.11
133.0,417.0,-122.5,52.745,990.5,2508.0,-936.25,60.745
197.4,537.0,-115.0,110.74,1441.3,3228.0,-880.0,118.74
455.0,423.0,-122.5,15328.46,3244.5,2544.0,-936.25,15336.46
203.0,1251.0,-40.0,843.78,1480.5,7512.0,-317.5,851.78
355.25,603.0,-100.0,7565.74,2546.25,3624.0,-767.5,7573.74
126.0,675.0,-77.5,38.5,941.5,4056.0,-598.75,46.5
126.0,309.0,-145.0,38.5,941.5,1860.0,-1105.0,46.5
150.5,471.0,-126.25,222.215,1113.0,2832.0,-964.375,230.215
140.0,411.0,-122.5,1947.61,1039.5,2472.0,-936.25,1955.61
343.0,471.0,-122.5,6388.76,2460.5,2832.0,-936.25,6396.76
205.863636364,468.0,-111.25,1943.025,1500.54545455,2814.0,-851.875,1951.025
133.0,330.0,-118.75,688.415,990.5,1986.0,-908.125,696.415
140.0,447.0,-137.5,742.14,1039.5,2688.0,-1048.75,750.14
126.0,438.0,-92.5,38.5,941.5,2634.0,-711.25,46.5
210.0,429.0,-122.5,939.82,1529.5,2580.0,-936.25,947.82
126.0,684.0,-73.75,38.5,941.5,4110.0,-570.625,46.5
126.0,351.0,-70.0,38.5,941.5,2112.0,-542.5,46.5
147.0,423.0,-130.0,15697.745,1088.5,2544.0,-992.5,15705.745
182.0,609.0,-100.0,1617.63,1333.5,3660.0,-767.5,1625.63
158.666666667,423.0,-122.5,1068.655,1170.16666667,2544.0,-936.25,1076.655
126.0,351.0,-145.0,38.5,941.5,2112.0,-1105.0,46.5
133.0,375.0,-133.75,38.5,990.5,2256.0,-1020.625,46.5
126.0,249.0,-160.0,38.5,941.5,1500.0,-1217.5,46.5
147.0,603.0,-77.5,152.04,1088.5,3624.0,-598.75,160.04
131.25,483.0,-115.0,38.5,978.25,2904.0,-880.0,46.5
126.0,465.0,-115.0,38.5,941.5,2796.0,-880.0,46.5
173.6,549.0,-115.0,940.24,1274.7,3300.0,-880.0,948.24
209.5,645.0,-92.5,2744.42,1526.0,3876.0,-711.25,2752.42
126.0,489.0,-77.5,38.5,941.5,2940.0,-598.75,46.5
224.0,423.0,-130.0,1202.74,1627.5,2544.0,-992.5,1210.74
161.0,1257.0,35.0,11544.61,1186.5,7548.0,245.0,11552.61
326.666666667,663.0,-85.0,3170.02,2346.16666667,3984.0,-655.0,3178.02
186.375,456.0,-133.75,38.5,1364.125,2742.0,-1020.625,46.5
126.0,447.0,-107.5,38.5,941.5,2688.0,-823.75,46.5
126.0,609.0,-85.0,38.5,941.5,3660.0,-655.0,46.5
126.0,459.0,-100.0,38.5,941.5,2760.0,-767.5,46.5
126.0,285.0,-145.0,38.5,941.5,1716.0,-1105.0,46.5
126.0,363.0,-137.5,38.5,941.5,2184.0,-1048.75,46.5
126.0,1335.0,50.0,38.5,941.5,8016.0,357.5,46.5
175.0,489.0,-122.5,11552.24,1284.5,2940.0,-936.25,11560.24
217.0,375.0,-130.0,5396.23,1578.5,2256.0,-992.5,5404.23
133.0,411.0,-130.0,414.12,990.5,2472.0,-992.5,422.12
126.0,237.0,-152.5,38.5,941.5,1428.0,-1161.25,46.5
220.5,600.0,-92.5,575.365,1603.0,3606.0,-711.25,583.365
154.0,357.0,-137.5,1197.28,1137.5,2148.0,-1048.75,1205.28
168.0,453.0,-77.5,267.82,1235.5,2724.0,-598.75,275.82
181.176470588,459.0,-115.0,235.62,1327.73529412,2760.0,-880.0,243.62
212.333333333,345.0,-137.5,833.91,1545.83333333,2076.0,-1048.75,841.91
136.0,393.0,-130.0,140.14,1011.5,2364.0,-992.5,148.14
133.0,453.0,-130.0,1558.13,990.5,2724.0,-992.5,1566.13
159.25,468.0,-103.75,3673.705,1174.25,2814.0,-795.625,3681.705
126.0,333.0,-137.5,38.5,941.5,2004.0,-1048.75,46.5
126.0,249.0,-152.5,38.5,941.5,1500.0,-1161.25,46.5
168.0,357.0,-137.5,4162.2,1235.5,2148.0,-1048.75,4170.2
294.0,1059.0,12.5,233.94,2117.5,6360.0,76.25,241.94
215.0,543.0,-115.0,1651.37,1564.5,3264.0,-880.0,1659.37
133.875,369.0,-115.0,326.865,996.625,2220.0,-880.0,334.865
147.0,423.0,-130.0,8242.57,1088.5,2544.0,-992.5,8250.57
179.2,363.0,-137.5,703.64,1313.9,2184.0,-1048.75,711.64
157.5,597.0,-47.5,1483.335,1162.0,3588.0,-373.75,1491.335
126.0,213.0,-160.0,38.5,941.5,1284.0,-1217.5,46.5
182.0,462.0,-122.5,1424.5,1333.5,2778.0,-936.25,1432.5
133.0,420.0,-126.25,5739.895,990.5,2526.0,-964.375,5747.895
133.0,453.0,-130.0,740.88,990.5,2724.0,-992.5,748.88
126.0,375.0,-137.5,38.5,941.5,2256.0,-1048.75,46.5
230.066666667,399.0,-137.5,1290.45,1669.96666667,2400.0,-1048.75,1298.45
483.0,843.0,-85.0,3941.91,3440.5,5064.0,-655.0,3949.91
172.529411765,405.0,-130.0,1635.34,1267.20588235,2436.0,-992.5,1643.34
126.0,1143.0,-2.5,38.5,941.5,6864.0,-36.25,46.5
140.0,396.0,-133.75,60.515,1039.5,2382.0,-1020.625,68.515
185.347826087,519.0,-115.0,1408.05,1356.93478261,3120.0,-880.0,1416.05
154.0,393.0,-130.0,2301.46,1137.5,2364.0,-992.5,2309.46
126.0,399.0,-130.0,38.5,941.5,2400.0,-992.5,46.5
126.0,393.0,-130.0,38.5,941.5,2364.0,-992.5,46.5
425.0,372.0,-130.0,3098.48,3034.5,2238.0,-992.5,3106.48
126.0,1053.0,-40.0,38.5,941.5,6324.0,-317.5,46.5
617.4,765.0,-77.5,12864.81,4381.3,4596.0,-598.75,12872.81
148.75,783.0,-77.5,1746.535,1100.75,4704.0,-598.75,1754.535
266.0,567.0,-107.5,571.9,1921.5,3408.0,-823.75,579.9
140.0,867.0,-40.0,16620.17,1039.5,5208.0,-317.5,16628.17
126.0,879.0,-28.75,38.5,941.5,5280.0,-233.125,46.5
129.5,288.0,-137.5,450.415,966.0,1734.0,-1048.75,458.415
173.25,720.0,-81.25,2092.51,1272.25,4326.0,-626.875,2100.51
227.5,555.0,-92.5,1387.295,1652.0,3336.0,-711.25,1395.295
133.0,459.0,-122.5,196.98,990.5,2760.0,-936.25,204.98
126.0,207.0,-152.5,38.5,941.5,1248.0,-1161.25,46.5
156.0,483.0,-115.0,567.0,1151.5,2904.0,-880.0,575.0
129.5,462.0,-118.75,351.855,966.0,2778.0,-908.125,359.855
126.0,381.0,-130.0,38.5,941.5,2292.0,-992.5,46.5
284.083333333,585.0,-88.75,4163.81,2048.08333333,3516.0,-683.125,4171.81
126.0,219.0,-152.5,38.5,941.5,1320.0,-1161.25,46.5
126.0,735.0,-25.0,38.5,941.5,4416.0,-205.0,46.5
126.0,1437.0,5.0,38.5,941.5,8628.0,20.0,46.5
126.0,273.0,-137.5,38.5,941.5,1644.0,-1048.75,46.5
126.0,273.0,-160.0,38.5,941.5,1644.0,-1217.5,46.5
147.875,543.0,-92.5,38.5,1094.625,3264.0,-711.25,46.5
178.5,486.0,-122.5,925.435,1309.0,2922.0,-936.25,933.435
