aveQtyPerPurchase,medHitTotal,medPageView,medRevenuePerSess,medTimeBtwnSess,minTimeBtwnSess,numOfSess,percentSessWithPurchase
133.0,543.0,-107.5,224.77,990.5,3264.0,-823.75,232.77
171.5,366.0,-130.0,1512.455,1260.0,2202.0,-992.5,1520.455
133.0,459.0,-111.25,2234.435,990.5,2760.0,-851.875,2242.435
147.0,519.0,-122.5,9369.29,1088.5,3120.0,-936.25,9377.29
133.0,399.0,-122.5,8618.4,990.5,2400.0,-936.25,8626.4
126.0,525.0,-100.0,38.5,941.5,3156.0,-767.5,46.5
147.0,453.0,-152.5,984.34,1088.5,2724.0,-1161.25,992.34
126.0,327.0,-130.0,38.5,941.5,1968.0,-992.5,46.5
126.0,687.0,72.5,38.5,941.5,4128.0,526.25,46.5
133.0,417.0,-115.0,301.56,990.5,2508.0,-880.0,309.56
168.0,405.0,-130.0,12961.2,1235.5,2436.0,-992.5,12969.2
126.0,285.0,-152.5,38.5,941.5,1716.0,-1161.25,46.5
150.5,723.0,-66.25,7352.345,1113.0,4344.0,-514.375,7360.345
126.0,399.0,-130.0,38.5,941.5,2400.0,-992.5,46.5
126.0,285.0,-152.5,38.5,941.5,1716.0,-1161.25,46.5
126.0,381.0,-137.5,38.5,941.5,2292.0,-1048.75,46.5
126.0,279.0,-137.5,38.5,941.5,1680.0,-1048.75,46.5
126.0,375.0,-137.5,38.5,941.5,2256.0,-1048.75,46.5
133.0,465.0,-107.5,1904.35,990.5,2796.0,-823.75,1912.35
136.5,591.0,-92.5,216.02,1015.0,3552.0,-711.25,224.02
301.0,411.0,-130.0,6360.13,2166.5,2472.0,-992.5,6368.13
144.0,345.0,-137.5,805.0,1067.5,2076.0,-1048.75,813.0
175.0,747.0,-85.0,9637.6,1284.5,4488.0,-655.0,9645.6
168.777777778,369.0,-137.5,565.74,1240.94444444,2220.0,-1048.75,573.74
276.5,663.0,-92.5,1467.34,1995.0,3984.0,-711.25,1475.34
133.0,327.0,-137.5,228.97,990.5,1968.0,-1048.75,236.97
129.5,345.0,-141.25,1308.265,966.0,2076.0,-1076.875,1316.265
136.5,1128.0,5.0,244.23,1015.0,6774.0,20.0,252.23
178.5,603.0,-103.75,591.325,1309.0,3624.0,-795.625,599.325
518.0,732.0,-81.25,4274.515,3685.5,4398.0,-626.875,4282.515
399.0,537.0,-111.25,4820.62,2852.5,3228.0,-851.875,4828.62
126.0,261.0,-152.5,38.5,941.5,1572.0,-1161.25,46.5
140.0,399.0,-137.5,24093.58,1039.5,2400.0,-1048.75,24101.58
142.8,477.0,-122.5,7919.38,1059.1,2868.0,-936.25,7927.38
126.0,147.0,-167.5,38.5,941.5,888.0,-1273.75,46.5
238.0,633.0,-92.5,557.34,1725.5,3804.0,-711.25,565.34
126.0,405.0,-126.25,38.5,941.5,2436.0,-964.375,46.5
147.0,381.0,-47.5,1645.84,1088.5,2292.0,-373.75,1653.84
317.545454545,654.0,-85.0,4599.805,2282.31818182,3930.0,-655.0,4607.805
177.153846154,495.0,-107.5,1254.54,1299.57692308,2976.0,-823.75,1262.54
133.0,369.0,-130.0,558.95,990.5,2220.0,-992.5,566.95
154.0,381.0,-137.5,187.46,1137.5,2292.0,-1048.75,195.46
161.0,1083.0,-2.5,177.8,1186.5,6504.0,-36.25,185.8
126.0,489.0,-115.0,38.5,941.5,2940.0,-880.0,46.5
133.0,576.0,-111.25,1296.575,990.5,3462.0,-851.875,1304.575
126.0,1137.0,57.5,38.5,941.5,6828.0,413.75,46.5
147.0,471.0,-115.0,547.12,1088.5,2832.0,-880.0,555.12
155.75,420.0,-126.25,322.84,1149.75,2526.0,-964.375,330.84
126.0,267.0,-145.0,38.5,941.5,1608.0,-1105.0,46.5
126.0,339.0,-130.0,38.5,941.5,2040.0,-992.5,46.5
126.0,915.0,162.5,38.5,941.5,5496.0,1201.25,46.5
142.210526316,525.0,-107.5,188.44,1054.97368421,3156.0,-823.75,196.44
126.0,279.0,-145.0,38.5,941.5,1680.0,-1105.0,46.5
126.0,297.0,-160.0,38.5,941.5,1788.0,-1217.5,46.5
133.0,375.0,-145.0,707.84,990.5,2256.0,-1105.0,715.84
157.705882353,465.0,-145.0,468.65,1163.44117647,2796.0,-1105.0,476.65
126.0,141.0,-40.0,38.5,941.5,852.0,-317.5,46.5
140.0,867.0,-62.5,114.73,1039.5,5208.0,-486.25,122.73
126.0,273.0,-122.5,38.5,941.5,1644.0,-936.25,46.5
126.0,1065.0,27.5,38.5,941.5,6396.0,188.75,46.5
126.0,417.0,-137.5,38.5,941.5,2508.0,-1048.75,46.5
269.5,1671.0,87.5,2494.835,1946.0,10032.0,638.75,2502.835
175.0,345.0,-137.5,623.56,1284.5,2076.0,-1048.75,631.56
147.0,411.0,-137.5,151.13,1088.5,2472.0,-1048.75,159.13
199.5,462.0,-103.75,2716.525,1456.0,2778.0,-795.625,2724.525
336.0,1623.0,80.0,3383.835,2411.5,9744.0,582.5,3391.835
553.0,1023.0,-25.0,1653.05,3930.5,6144.0,-205.0,1661.05
144.375,492.0,-126.25,1083.075,1070.125,2958.0,-964.375,1091.075
140.0,507.0,-115.0,131.32,1039.5,3048.0,-880.0,139.32
126.0,267.0,-137.5,38.5,941.5,1608.0,-1048.75,46.5
196.5,435.0,-118.75,968.38,1435.0,2616.0,-908.125,976.38
252.0,1209.0,-2.5,26812.835,1823.5,7260.0,-36.25,26820.835
154.0,1179.0,27.5,203.63,1137.5,7080.0,188.75,211.63
140.0,1155.0,-25.0,7169.4,1039.5,6936.0,-205.0,7177.4
215.6,351.0,-122.5,1334.9,1568.7,2112.0,-936.25,1342.9
126.0,219.0,-152.5,38.5,941.5,1320.0,-1161.25,46.5
141.166666667,255.0,-152.5,38.5,1047.66666667,1536.0,-1161.25,46.5
130.666666667,1083.0,-40.0,344.68,974.166666667,6504.0,-317.5,352.68
154.0,531.0,-107.5,2617.02,1137.5,3192.0,-823.75,2625.02
315.0,1077.0,-10.0,6740.09,2264.5,6468.0,-92.5,6748.09
220.5,630.0,-55.0,1023.925,1603.0,3786.0,-430.0,1031.925
182.0,885.0,-47.5,2542.82,1333.5,5316.0,-373.75,2550.82
143.5,384.0,-137.5,521.01,1064.0,2310.0,-1048.75,529.01
126.0,267.0,-77.5,38.5,941.5,1608.0,-598.75,46.5
156.8,369.0,-115.0,157.92,1157.1,2220.0,-880.0,165.92
469.0,507.0,-122.5,12210.66,3342.5,3048.0,-936.25,12218.66
126.0,456.0,-118.75,38.5,941.5,2742.0,-908.125,46.5
154.0,579.0,-100.0,590.1,1137.5,3480.0,-767.5,598.1
147.0,354.0,-141.25,450.415,1088.5,2130.0,-1076.875,458.415
126.0,363.0,-145.0,38.5,941.5,2184.0,-1105.0,46.5
126.0,663.0,-103.75,38.5,941.5,3984.0,-795.625,46.5
126.0,1269.0,57.5,38.5,941.5,7620.0,413.75,46.5
138.25,768.0,-36.25,1264.97,1027.25,4614.0,-289.375,1272.97
126.0,414.0,-111.25,38.5,941.5,2490.0,-851.875,46.5
126.0,339.0,-130.0,38.5,941.5,2040.0,-992.5,46.5
126.0,615.0,-85.0,38.5,941.5,3696.0,-655.0,46.5
280.0,453.0,-122.5,642.04,2019.5,2724.0,-936.25,650.04
424.666666667,417.0,-122.5,11532.255,3032.16666667,2508.0,-936.25,11540.255
126.0,207.0,-160.0,38.5,941.5,1248.0,-1217.5,46.5
133.0,825.0,-40.0,662.2,990.5,4956.0,-317.5,670.2
154.0,483.0,-115.0,2482.2,1137.5,2904.0,-880.0,2490.2
126.0,276.0,-152.5,38.5,941.5,1662.0,-1161.25,46.5
209.0,375.0,-137.5,523.39,1522.5,2256.0,-1048.75,531.39
126.0,303.0,-145.0,38.5,941.5,1824.0,-1105.0,46.5
126.0,1035.0,-10.0,38.5,941.5,6216.0,-92.5,46.5
126.0,351.0,-126.25,38.5,941.5,2112.0,-964.375,46.5
126.0,369.0,-137.5,38.5,941.5,2220.0,-1048.75,46.5
203.0,771.0,-55.0,5962.88,1480.5,4632.0,-430.0,5970.88
126.0,387.0,-107.5,38.5,941.5,2328.0,-823.75,46.5
147.0,1251.0,23.75,1324.89,1088.5,7512.0,160.625,1332.89
126.0,129.0,-152.5,38.5,941.5,780.0,-1161.25,46.5
126.0,237.0,-152.5,38.5,941.5,1428.0,-1161.25,46.5
160.416666667,405.0,-130.0,146.16,1182.41666667,2436.0,-992.5,154.16
140.0,309.0,-122.5,38.5,1039.5,1860.0,-936.25,46.5
136.5,408.0,-122.5,1257.34,1015.0,2454.0,-936.25,1265.34
126.0,681.0,-107.5,38.5,941.5,4092.0,-823.75,46.5
672.0,795.0,-62.5,1385.37,4763.5,4776.0,-486.25,1393.37
126.0,372.0,-141.25,38.5,941.5,2238.0,-1076.875,46.5
238.0,789.0,-62.5,3525.515,1725.5,4740.0,-486.25,3533.515
141.75,318.0,-137.5,38.5,1051.75,1914.0,-1048.75,46.5
138.25,438.0,-122.5,1084.335,1027.25,2634.0,-936.25,1092.335
126.0,417.0,-137.5,38.5,941.5,2508.0,-1048.75,46.5
133.0,663.0,-85.0,630.91,990.5,3984.0,-655.0,638.91
136.5,498.0,-126.25,186.27,1015.0,2994.0,-964.375,194.27
1192.1,825.0,-66.25,31001.705,8404.2,4956.0,-514.375,31009.705
210.0,399.0,-130.0,486.22,1529.5,2400.0,-992.5,494.22
149.333333333,1371.0,35.0,1524.95,1104.83333333,8232.0,245.0,1532.95
133.0,507.0,-130.0,50.12,990.5,3048.0,-992.5,58.12
132.0,609.0,-92.5,42.0,983.5,3660.0,-711.25,50.0
140.0,435.0,-130.0,440.3,1039.5,2616.0,-992.5,448.3
176.272727273,369.0,-137.5,554.26,1293.40909091,2220.0,-1048.75,562.26
147.0,318.0,-141.25,637.98,1088.5,1914.0,-1076.875,645.98
170.8,414.0,-126.25,2048.935,1255.1,2490.0,-964.375,2056.935
126.0,528.0,-118.75,38.5,941.5,3174.0,-908.125,46.5
126.0,279.0,-160.0,38.5,941.5,1680.0,-1217.5,46.5
143.5,843.0,-66.25,2148.055,1064.0,5064.0,-514.375,2156.055
168.0,849.0,-70.0,9858.94,1235.5,5100.0,-542.5,9866.94
140.0,465.0,-122.5,1002.12,1039.5,2796.0,-936.25,1010.12
158.666666667,519.0,-122.5,368.48,1170.16666667,3120.0,-936.25,376.48
133.0,381.0,-137.5,135.8,990.5,2292.0,-1048.75,143.8
126.0,636.0,-103.75,38.5,941.5,3822.0,-795.625,46.5
137.666666667,459.0,-130.0,1412.11,1023.16666667,2760.0,-992.5,1420.11
133.0,621.0,-92.5,113.61,990.5,3732.0,-711.25,121.61
161.0,363.0,-130.0,1097.74,1186.5,2184.0,-992.5,1105.74
126.0,465.0,-107.5,38.5,941.5,2796.0,-823.75,46.5
180.25,501.0,-107.5,5430.075,1321.25,3012.0,-823.75,5438.075
136.5,534.0,-115.0,614.74,1015.0,3210.0,-880.0,622.74
133.0,423.0,-137.5,362.74,990.5,2544.0,-1048.75,370.74
126.0,183.0,-160.0,38.5,941.5,1104.0,-1217.5,46.5
183.4,369.0,-137.5,431.2,1343.3,2220.0,-1048.75,439.2
133.0,723.0,-85.0,307.44,990.5,4344.0,-655.0,315.44
126.0,981.0,-40.0,38.5,941.5,5892.0,-317.5,46.5
126.0,231.0,-152.5,38.5,941.5,1392.0,-1161.25,46.5
126.0,267.0,-167.5,38.5,941.5,1608.0,-1273.75,46.5
142.333333333,513.0,-115.0,166.32,1055.83333333,3084.0,-880.0,174.32
126.0,273.0,-160.0,38.5,941.5,1644.0,-1217.5,46.5
126.0,255.0,-145.0,38.5,941.5,1536.0,-1105.0,46.5
199.181818182,543.0,-100.0,821.52,1453.77272727,3264.0,-767.5,829.52
201.25,957.0,-51.25,1619.835,1468.25,5748.0,-401.875,1627.835
248.5,906.0,-43.75,1648.22,1799.0,5442.0,-345.625,1656.22
126.0,363.0,-130.0,38.5,941.5,2184.0,-992.5,46.5
417.2,603.0,-85.0,1569.61,2979.9,3624.0,-655.0,1577.61
140.0,375.0,-137.5,158.76,1039.5,2256.0,-1048.75,166.76
126.0,267.0,-152.5,38.5,941.5,1608.0,-1161.25,46.5
507.266666667,699.0,-85.0,3050.04,3610.36666667,4200.0,-655.0,3058.04
126.0,225.0,-160.0,38.5,941.5,1356.0,-1217.5,46.5
161.0,525.0,-115.0,3602.83,1186.5,3156.0,-880.0,3610.83
126.0,459.0,-107.5,38.5,941.5,2760.0,-823.75,46.5
129.5,369.0,-133.75,666.295,966.0,2220.0,-1020.625,674.295
395.0,645.0,-100.0,9376.15,2824.5,3876.0,-767.5,9384.15
126.0,363.0,-130.0,38.5,941.5,2184.0,-992.5,46.5
126.0,453.0,-115.0,38.5,941.5,2724.0,-880.0,46.5
126.0,339.0,-145.0,38.5,941.5,2040.0,-1105.0,46.5
126.0,633.0,-85.0,38.5,941.5,3804.0,-655.0,46.5
141.555555556,447.0,-122.5,2361.03,1050.38888889,2688.0,-936.25,2369.03
189.0,459.0,-130.0,665.91,1382.5,2760.0,-992.5,673.91
294.0,375.0,-130.0,2928.38,2117.5,2256.0,-992.5,2936.38
126.0,699.0,-55.0,38.5,941.5,4200.0,-430.0,46.5
178.5,408.0,-130.0,2350.775,1309.0,2454.0,-992.5,2358.775
196.0,519.0,-130.0,2930.9,1431.5,3120.0,-992.5,2938.9
133.0,345.0,-107.5,862.33,990.5,2076.0,-823.75,870.33
126.0,375.0,-122.5,38.5,941.5,2256.0,-936.25,46.5
157.5,441.0,-126.25,753.445,1162.0,2652.0,-964.375,761.445
142.8,423.0,-130.0,955.08,1059.1,2544.0,-992.5,963.08
126.0,555.0,-70.0,38.5,941.5,3336.0,-542.5,46.5
168.0,351.0,-137.5,390.6,1235.5,2112.0,-1048.75,398.6
133.0,405.0,-130.0,4135.81,990.5,2436.0,-992.5,4143.81
175.0,843.0,-77.5,771.82,1284.5,5064.0,-598.75,779.82
140.0,384.0,-137.5,3355.94,1039.5,2310.0,-1048.75,3363.94
280.0,393.0,-137.5,5509.14,2019.5,2364.0,-1048.75,5517.14
150.5,795.0,-55.0,362.705,1113.0,4776.0,-430.0,370.705
449.076923077,393.0,-130.0,261.87,3203.03846154,2364.0,-992.5,269.87
154.0,300.0,-133.75,217.98,1137.5,1806.0,-1020.625,225.98
355.25,426.0,-122.5,2083.69,2546.25,2562.0,-936.25,2091.69
126.0,207.0,-152.5,38.5,941.5,1248.0,-1161.25,46.5
140.0,363.0,-137.5,428.96,1039.5,2184.0,-1048.75,436.96
126.0,315.0,-137.5,38.5,941.5,1896.0,-1048.75,46.5
133.0,441.0,-107.5,862.33,990.5,2652.0,-823.75,870.33
168.0,528.0,-111.25,22056.93,1235.5,3174.0,-851.875,22064.93
126.0,1089.0,-73.75,38.5,941.5,6540.0,-570.625,46.5
126.0,207.0,-145.0,38.5,941.5,1248.0,-1105.0,46.5
357.0,597.0,-122.5,10388.77,2558.5,3588.0,-936.25,10396.77
126.0,471.0,-115.0,38.5,941.5,2832.0,-880.0,46.5
173.055555556,435.0,-126.25,38.5,1270.88888889,2616.0,-964.375,46.5
126.0,657.0,-100.0,38.5,941.5,3948.0,-767.5,46.5
273.0,381.0,-137.5,9245.53,1970.5,2292.0,-1048.75,9253.53
133.875,531.0,-115.0,163.17,996.625,3192.0,-880.0,171.17
140.0,621.0,-85.0,806.96,1039.5,3732.0,-655.0,814.96
149.8,501.0,-111.25,141.995,1108.1,3012.0,-851.875,149.995
307.125,1191.0,-2.5,1930.95,2209.375,7152.0,-36.25,1938.95
140.0,669.0,-25.0,16201.5,1039.5,4020.0,-205.0,16209.5
225.75,372.0,-133.75,1918.14,1639.75,2238.0,-1020.625,1926.14
126.0,1059.0,-25.0,38.5,941.5,6360.0,-205.0,46.5
126.0,543.0,-122.5,38.5,941.5,3264.0,-936.25,46.5
126.0,315.0,-100.0,38.5,941.5,1896.0,-767.5,46.5
126.0,603.0,-85.0,38.5,941.5,3624.0,-655.0,46.5
126.0,897.0,-17.5,38.5,941.5,5388.0,-148.75,46.5
126.0,447.0,-122.5,38.5,941.5,2688.0,-936.25,46.5
126.0,309.0,-145.0,38.5,941.5,1860.0,-1105.0,46.5
126.0,570.0,-137.5,38.5,941.5,3426.0,-1048.75,46.5
126.0,615.0,-70.0,38.5,941.5,3696.0,-542.5,46.5
126.0,267.0,-152.5,38.5,941.5,1608.0,-1161.25,46.5
178.769230769,453.0,-122.5,2472.82,1310.88461538,2724.0,-936.25,2480.82
532.0,633.0,-100.0,21700.35,3783.5,3804.0,-767.5,21708.35
126.0,1011.0,-32.5,38.5,941.5,6072.0,-261.25,46.5
126.0,219.0,-160.0,38.5,941.5,1320.0,-1217.5,46.5
126.0,657.0,-85.0,38.5,941.5,3948.0,-655.0,46.5
126.0,819.0,-107.5,38.5,941.5,4920.0,-823.75,46.5
224.777777778,633.0,-88.75,981.96,1632.94444444,3804.0,-683.125,989.96
168.0,819.0,-77.5,5720.12,1235.5,4920.0,-598.75,5728.12
291.666666667,363.0,-130.0,913.22,2101.16666667,2184.0,-992.5,921.22
588.0,405.0,-130.0,662.41,4175.5,2436.0,-992.5,670.41
137.666666667,729.0,-92.5,184.52,1023.16666667,4380.0,-711.25,192.52
392.0,339.0,-137.5,801.92,2803.5,2040.0,-1048.75,809.92
256.2,450.0,-126.25,1177.61,1852.9,2706.0,-964.375,1185.61
126.0,441.0,-122.5,38.5,941.5,2652.0,-936.25,46.5
157.5,621.0,-73.75,1791.265,1162.0,3732.0,-570.625,1799.265
168.0,387.0,-130.0,262.08,1235.5,2328.0,-992.5,270.08
1351.0,405.0,-130.0,37759.12,9516.5,2436.0,-992.5,37767.12
139.0,297.0,-122.5,38.5,1032.5,1788.0,-936.25,46.5
152.6,540.0,-115.0,2051.455,1127.7,3246.0,-880.0,2059.455
294.0,987.0,-32.5,6053.04,2117.5,5928.0,-261.25,6061.04
154.0,381.0,-126.25,5723.69,1137.5,2292.0,-964.375,5731.69
133.0,1671.0,57.5,487.9,990.5,10032.0,413.75,495.9
165.666666667,369.0,-130.0,4597.6,1219.16666667,2220.0,-992.5,4605.6
126.0,411.0,-115.0,38.5,941.5,2472.0,-880.0,46.5
154.0,669.0,-100.0,803.88,1137.5,4020.0,-767.5,811.88
126.0,273.0,-160.0,38.5,941.5,1644.0,-1217.5,46.5
207.083333333,621.0,-100.0,3012.835,1509.08333333,3732.0,-767.5,3020.835
168.538461538,423.0,-122.5,1250.97,1239.26923077,2544.0,-936.25,1258.97
126.0,222.0,-152.5,38.5,941.5,1338.0,-1161.25,46.5
197.814814815,579.0,-92.5,2422.56,1444.20370371,3480.0,-711.25,2430.56
126.0,213.0,-152.5,38.5,941.5,1284.0,-1161.25,46.5
425.384615384,447.0,-100.0,8050.0,3037.19230769,2688.0,-767.5,8058.0
126.0,513.0,-92.5,38.5,941.5,3084.0,-711.25,46.5
126.0,387.0,-152.5,38.5,941.5,2328.0,-1161.25,46.5
126.0,909.0,-47.5,38.5,941.5,5460.0,-373.75,46.5
231.0,909.0,-55.0,878.43,1676.5,5460.0,-430.0,886.43
140.0,1431.0,42.5,633.92,1039.5,8592.0,301.25,641.92
126.0,483.0,-137.5,38.5,941.5,2904.0,-1048.75,46.5
126.0,477.0,-122.5,38.5,941.5,2868.0,-936.25,46.5
126.0,1035.0,-32.5,38.5,941.5,6216.0,-261.25,46.5
171.0,369.0,-141.25,638.085,1256.5,2220.0,-1076.875,646.085
161.0,621.0,-92.5,1615.25,1186.5,3732.0,-711.25,1623.25
135.0,351.0,-130.0,132.02,1004.5,2112.0,-992.5,140.02
126.0,201.0,-160.0,38.5,941.5,1212.0,-1217.5,46.5
126.0,1227.0,27.5,38.5,941.5,7368.0,188.75,46.5
455.0,735.0,-85.0,7021.0,3244.5,4416.0,-655.0,7029.0
161.0,399.0,-137.5,2413.6,1186.5,2400.0,-1048.75,2421.6
126.0,438.0,-111.25,38.5,941.5,2634.0,-851.875,46.5
126.0,354.0,-137.5,38.5,941.5,2130.0,-1048.75,46.5
126.0,279.0,-107.5,38.5,941.5,1680.0,-823.75,46.5
148.0,711.0,-85.0,2066.26,1095.5,4272.0,-655.0,2074.26
126.0,321.0,-137.5,38.5,941.5,1932.0,-1048.75,46.5
126.0,717.0,-32.5,38.5,941.5,4308.0,-261.25,46.5
287.0,1515.0,42.5,7703.29,2068.5,9096.0,301.25,7711.29
126.0,813.0,-47.5,38.5,941.5,4884.0,-373.75,46.5
129.5,363.0,-100.0,887.775,966.0,2184.0,-767.5,895.775
147.0,393.0,-137.5,532.84,1088.5,2364.0,-1048.75,540.84
230.125,414.0,-130.0,101.01,1670.375,2490.0,-992.5,109.01
350.0,597.0,-92.5,654.5,2509.5,3588.0,-711.25,662.5
126.0,447.0,-137.5,38.5,941.5,2688.0,-1048.75,46.5
196.0,549.0,-103.75,1517.81,1431.5,3300.0,-795.625,1525.81
404.193548387,843.0,-47.5,8715.98,2888.85483871,5064.0,-373.75,8723.98
126.0,369.0,-130.0,38.5,941.5,2220.0,-992.5,46.5
133.0,531.0,-107.5,1671.74,990.5,3192.0,-823.75,1679.74
182.0,471.0,-115.0,2999.22,1333.5,2832.0,-880.0,3007.22
147.0,477.0,-100.0,547.12,1088.5,2868.0,-767.5,555.12
126.0,375.0,-137.5,38.5,941.5,2256.0,-1048.75,46.5
126.0,249.0,-137.5,38.5,941.5,1500.0,-1048.75,46.5
264.25,573.0,-96.25,3510.64,1909.25,3444.0,-739.375,3518.64
136.5,582.0,-107.5,1264.235,1015.0,3498.0,-823.75,1272.235
143.111111111,381.0,-130.0,231.56,1061.27777778,2292.0,-992.5,239.56
126.0,417.0,-130.0,38.5,941.5,2508.0,-992.5,46.5
126.0,237.0,-160.0,38.5,941.5,1428.0,-1217.5,46.5
126.0,393.0,-122.5,38.5,941.5,2364.0,-936.25,46.5
197.75,597.0,-92.5,610.225,1443.75,3588.0,-711.25,618.225
324.896551724,867.0,-47.5,3959.41,2333.77586207,5208.0,-373.75,3967.41
133.0,597.0,-100.0,4279.52,990.5,3588.0,-767.5,4287.52
147.0,561.0,-107.5,38.5,1088.5,3372.0,-823.75,46.5
151.2,459.0,-122.5,7409.29,1117.9,2760.0,-936.25,7417.29
140.0,396.0,-133.75,2040.01,1039.5,2382.0,-1020.625,2048.01
217.0,843.0,-47.5,3023.58,1578.5,5064.0,-373.75,3031.58
136.5,1662.0,233.75,571.305,1015.0,9978.0,1735.625,579.305
154.0,1263.0,42.5,1263.15,1137.5,7584.0,301.25,1271.15
175.0,1047.0,-25.0,6836.55,1284.5,6288.0,-205.0,6844.55
126.0,1467.0,95.0,38.5,941.5,8808.0,695.0,46.5
126.0,321.0,-152.5,38.5,941.5,1932.0,-1161.25,46.5
133.0,465.0,-130.0,2947.49,990.5,2796.0,-992.5,2955.49
140.0,1659.0,155.0,569.24,1039.5,9960.0,1145.0,577.24
126.0,261.0,-156.25,38.5,941.5,1572.0,-1189.375,46.5
240.8,729.0,-92.5,6264.58,1745.1,4380.0,-711.25,6272.58
126.0,297.0,-137.5,38.5,941.5,1788.0,-1048.75,46.5
126.0,321.0,-137.5,38.5,941.5,1932.0,-1048.75,46.5
310.947368421,921.0,-17.5,38.5,2236.13157895,5532.0,-148.75,46.5
126.0,267.0,-145.0,38.5,941.5,1608.0,-1105.0,46.5
126.0,363.0,-137.5,38.5,941.5,2184.0,-1048.75,46.5
217.0,708.0,-85.0,780.115,1578.5,4254.0,-655.0,788.115
126.0,285.0,-145.0,38.5,941.5,1716.0,-1105.0,46.5
126.0,444.0,-111.25,38.5,941.5,2670.0,-851.875,46.5
126.0,615.0,-100.0,38.5,941.5,3696.0,-767.5,46.5
287.0,513.0,-115.0,3145.1,2068.5,3084.0,-880.0,3153.1
163.333333333,363.0,-145.0,38.5,1202.83333333,2184.0,-1105.0,46.5
126.0,243.0,-152.5,38.5,941.5,1464.0,-1161.25,46.5
163.333333333,417.0,-133.75,73.43,1202.83333333,2508.0,-1020.625,81.43
126.0,501.0,-122.5,38.5,941.5,3012.0,-936.25,46.5
126.0,489.0,-126.25,38.5,941.5,2940.0,-964.375,46.5
184.333333333,579.0,-103.75,1215.235,1349.83333333,3480.0,-795.625,1223.235
133.0,417.0,-130.0,169.47,990.5,2508.0,-992.5,177.47
378.0,621.0,-85.0,7355.88,2705.5,3732.0,-655.0,7363.88
168.0,462.0,-115.0,1224.51,1235.5,2778.0,-880.0,1232.51
168.0,579.0,-107.5,1954.75,1235.5,3480.0,-823.75,1962.75
826.0,495.0,-92.5,8678.88,5841.5,2976.0,-711.25,8686.88
343.0,393.0,-137.5,3752.98,2460.5,2364.0,-1048.75,3760.98
135.333333333,393.0,-115.0,3375.33,1006.83333333,2364.0,-880.0,3383.33
215.090909091,513.0,-100.0,1481.06,1565.13636364,3084.0,-767.5,1489.06
126.0,213.0,-160.0,38.5,941.5,1284.0,-1217.5,46.5
175.0,465.0,-122.5,5867.68,1284.5,2796.0,-936.25,5875.68
126.0,312.0,-167.5,38.5,941.5,1878.0,-1273.75,46.5
140.0,333.0,-137.5,697.69,1039.5,2004.0,-1048.75,705.69
140.0,633.0,-85.0,3050.6,1039.5,3804.0,-655.0,3058.6
161.0,309.0,-137.5,1026.41,1186.5,1860.0,-1048.75,1034.41
138.6,357.0,-133.75,38.5,1029.7,2148.0,-1020.625,46.5
161.0,441.0,-122.5,1022.56,1186.5,2652.0,-936.25,1030.56
196.0,459.0,-115.0,99.61,1431.5,2760.0,-880.0,107.61
126.0,465.0,-115.0,38.5,941.5,2796.0,-880.0,46.5
126.0,237.0,-130.0,38.5,941.5,1428.0,-992.5,46.5
175.0,483.0,-25.0,263.34,1284.5,2904.0,-205.0,271.34
188.0,405.0,-130.0,801.535,1375.5,2436.0,-992.5,809.535
217.0,1647.0,80.0,3620.96,1578.5,9888.0,582.5,3628.96
126.0,249.0,-152.5,38.5,941.5,1500.0,-1161.25,46.5
126.0,315.0,-148.75,38.5,941.5,1896.0,-1133.125,46.5
188.16,567.0,-85.0,1759.66,1376.62,3408.0,-655.0,1767.66
126.0,627.0,-100.0,38.5,941.5,3768.0,-767.5,46.5
168.7,438.0,-130.0,38.5,1240.4,2634.0,-992.5,46.5
165.846153846,315.0,-137.5,38.5,1220.42307692,1896.0,-1048.75,46.5
126.0,255.0,-40.0,38.5,941.5,1536.0,-317.5,46.5
133.0,552.0,-96.25,299.845,990.5,3318.0,-739.375,307.845
126.0,510.0,-111.25,38.5,941.5,3066.0,-851.875,46.5
126.0,513.0,-107.5,38.5,941.5,3084.0,-823.75,46.5
126.0,237.0,-152.5,38.5,941.5,1428.0,-1161.25,46.5
126.0,273.0,-137.5,38.5,941.5,1644.0,-1048.75,46.5
163.333333333,678.0,-85.0,679.56,1202.83333333,4074.0,-655.0,687.56
133.0,351.0,-137.5,309.54,990.5,2112.0,-1048.75,317.54
126.0,375.0,-130.0,38.5,941.5,2256.0,-992.5,46.5
133.0,507.0,-115.0,43.4,990.5,3048.0,-880.0,51.4
160.125,462.0,-115.0,53.725,1180.375,2778.0,-880.0,61.725
130.2,339.0,-130.0,38.5,970.9,2040.0,-992.5,46.5
213.5,495.0,-122.5,1613.465,1554.0,2976.0,-936.25,1621.465
126.0,399.0,-137.5,38.5,941.5,2400.0,-1048.75,46.5
416.5,375.0,-122.5,8258.74,2975.0,2256.0,-936.25,8266.74
126.0,207.0,-152.5,38.5,941.5,1248.0,-1161.25,46.5
146.125,423.0,-133.75,397.18,1082.375,2544.0,-1020.625,405.18
145.25,441.0,-126.25,3401.65,1076.25,2652.0,-964.375,3409.65
644.0,471.0,-122.5,8070.09,4567.5,2832.0,-936.25,8078.09
126.0,357.0,-137.5,38.5,941.5,2148.0,-1048.75,46.5
180.115384615,639.0,-92.5,1112.44,1320.30769231,3840.0,-711.25,1120.44
